prev_position = 50, move = -40, position = 10, zero_count = 0
prev_position = -68, move = 48, position = -20, zero_count = 688
prev_position = -20, move = 520, position = 0, zero_count = 693
prev_position = 0, move = 72, position = 72, zero_count = 693
prev_position = 72, move = 28, position = 0, zero_count = 694
prev_position = 0, move = 90, position = 90, zero_count = 694
prev_position = 90, move = 10, position = 0, zero_count = 695
prev_position = 0, move = -76, position = -76, zero_count = 695
prev_position = -76, move = 76, position = 0, zero_count = 696
prev_position = 0, move = 11, position = 11, zero_count = 696
prev_position = 11, move = 77, position = 88, zero_count = 696
prev_position = 88, move = -88, position = 0, zero_count = 697
prev_position = 0, move = -31, position = -31, zero_count = 697
prev_position = -31, move = -80, position = -11, zero_count = 698
prev_position = -11, move = -781, position = -92, zero_count = 705
prev_position = -92, move = -77, position = -69, zero_count = 706
prev_position = -69, move = -7, position = -76, zero_count = 706
prev_position = -76, move = 17, position = -59, zero_count = 706
prev_position = -59, move = 59, position = 0, zero_count = 707
prev_position = 0, move = -861, position = -61, zero_count = 715
prev_position = -61, move = -11, position = -72, zero_count = 715
prev_position = -72, move = 72, position = 0, zero_count = 716
prev_position = 0, move = 99, position = 99, zero_count = 716
prev_position = 99, move = 4, position = 3, zero_count = 717
prev_position = 3, move = -31, position = -28, zero_count = 718
prev_position = -28, move = -86, position = -14, zero_count = 719
prev_position = -14, move = -69, position = -83, zero_count = 719
prev_position = -83, move = -17, position = 0, zero_count = 720
prev_position = 0, move = -5, position = -5, zero_count = 720
prev_position = -5, move = -995, position = 0, zero_count = 730
prev_position = 0, move = -65, position = -65, zero_count = 730
prev_position = -65, move = 78, position = 13, zero_count = 731
prev_position = 13, move = 87, position = 0, zero_count = 732
prev_position = 0, move = 306, position = 6, zero_count = 735
prev_position = 6, move = 62, position = 68, zero_count = 735
prev_position = 68, move = 432, position = 0, zero_count = 740
prev_position = 0, move = -57, position = -57, zero_count = 740
prev_position = -57, move = -7, position = -64, zero_count = 740
prev_position = -64, move = -836, position = 0, zero_count = 749
prev_position = 0, move = -79, position = -79, zero_count = 749
prev_position = -79, move = -21, position = 0, zero_count = 750
prev_position = 0, move = -77, position = -77, zero_count = 750
prev_position = -77, move = -923, position = 0, zero_count = 760
prev_position = 0, move = -49, position = -49, zero_count = 760
prev_position = -49, move = -85, position = -34, zero_count = 761
prev_position = -34, move = 25, position = -9, zero_count = 761
prev_position = -9, move = -91, position = 0, zero_count = 762
prev_position = 0, move = -66, position = -66, zero_count = 762
prev_position = -66, move = -74, position = -40, zero_count = 763
prev_position = -40, move = 60, position = 20, zero_count = 764
prev_position = 20, move = 43, position = 63, zero_count = 764
prev_position = 63, move = -70, position = -7, zero_count = 765
prev_position = -7, move = -556, position = -63, zero_count = 770
prev_position = -63, move = 49, position = -14, zero_count = 770
prev_position = -14, move = -58, position = -72, zero_count = 770
prev_position = -72, move = 52, position = -20, zero_count = 770
prev_position = -20, move = 20, position = 0, zero_count = 771
prev_position = 0, move = -539, position = -39, zero_count = 776
prev_position = -39, move = -61, position = 0, zero_count = 777
prev_position = 0, move = -90, position = -90, zero_count = 777
prev_position = -90, move = 390, position = 0, zero_count = 780
prev_position = 0, move = 587, position = 87, zero_count = 785
prev_position = 87, move = 913, position = 0, zero_count = 795
prev_position = 0, move = -10, position = -10, zero_count = 795
prev_position = -10, move = 46, position = 36, zero_count = 796
prev_position = 36, move = 910, position = 46, zero_count = 805
prev_position = 46, move = -46, position = 0, zero_count = 806
prev_position = 0, move = -84, position = -84, zero_count = 806
prev_position = -84, move = 84, position = 0, zero_count = 807
prev_position = 0, move = -8, position = -8, zero_count = 807
prev_position = -8, move = 79, position = 71, zero_count = 808
prev_position = 71, move = -71, position = 0, zero_count = 809
prev_position = 0, move = 83, position = 83, zero_count = 809
prev_position = 83, move = -83, position = 0, zero_count = 810
prev_position = 0, move = 59, position = 59, zero_count = 810
prev_position = 59, move = -24, position = 35, zero_count = 810
prev_position = 35, move = 833, position = 68, zero_count = 818
prev_position = 68, move = -33, position = 35, zero_count = 818
prev_position = 35, move = -35, position = 0, zero_count = 819
prev_position = 0, move = 375, position = 75, zero_count = 822
prev_position = 75, move = 9, position = 84, zero_count = 822
prev_position = 84, move = -84, position = 0, zero_count = 823
prev_position = 0, move = 55, position = 55, zero_count = 823
prev_position = 55, move = -62, position = -7, zero_count = 824
prev_position = -7, move = -5, position = -12, zero_count = 824
prev_position = -12, move = 90, position = 78, zero_count = 825
prev_position = 78, move = -52, position = 26, zero_count = 825
prev_position = 26, move = -60, position = -34, zero_count = 826
prev_position = -34, move = -23, position = -57, zero_count = 826
prev_position = -57, move = 96, position = 39, zero_count = 827
prev_position = 39, move = 46, position = 85, zero_count = 827
prev_position = 85, move = 9, position = 94, zero_count = 827
prev_position = 94, move = 6, position = 0, zero_count = 828
prev_position = 0, move = 85, position = 85, zero_count = 828
prev_position = 85, move = -85, position = 0, zero_count = 829
prev_position = 0, move = 11, position = 11, zero_count = 829
prev_position = 11, move = -15, position = -4, zero_count = 830
prev_position = -4, move = -96, position = 0, zero_count = 831
prev_position = 0, move = 46, position = 46, zero_count = 831
prev_position = 46, move = -63, position = -17, zero_count = 832
prev_position = -17, move = -357, position = -74, zero_count = 835
prev_position = -74, move = 45, position = -29, zero_count = 835
prev_position = -29, move = 73, position = 44, zero_count = 836
prev_position = 44, move = -73, position = -29, zero_count = 837
prev_position = -29, move = -34, position = -63, zero_count = 837
prev_position = -63, move = -37, position = 0, zero_count = 838
prev_position = 0, move = -90, position = -90, zero_count = 838
prev_position = -90, move = 90, position = 0, zero_count = 839
prev_position = 0, move = 42, position = 42, zero_count = 839
prev_position = 42, move = -89, position = -47, zero_count = 840
prev_position = -47, move = -12, position = -59, zero_count = 840
prev_position = -59, move = -411, position = -70, zero_count = 844
prev_position = -70, move = -426, position = -96, zero_count = 848
prev_position = -96, move = 96, position = 0, zero_count = 849
prev_position = 0, move = -867, position = -67, zero_count = 857
prev_position = -67, move = -933, position = 0, zero_count = 867
prev_position = 0, move = -36, position = -36, zero_count = 867
prev_position = -36, move = -93, position = -29, zero_count = 868
prev_position = -29, move = 25, position = -4, zero_count = 868
prev_position = -4, move = 23, position = 19, zero_count = 869
prev_position = 19, move = 785, position = 4, zero_count = 877
prev_position = 4, move = -4, position = 0, zero_count = 878
prev_position = 0, move = 84, position = 84, zero_count = 878
prev_position = 84, move = 16, position = 0, zero_count = 879
prev_position = 0, move = 293, position = 93, zero_count = 881
prev_position = 93, move = -69, position = 24, zero_count = 881
prev_position = 24, move = 96, position = 20, zero_count = 882
prev_position = 20, move = 2, position = 22, zero_count = 882
prev_position = 22, move = 578, position = 0, zero_count = 888
prev_position = 0, move = 714, position = 14, zero_count = 895
prev_position = 14, move = 36, position = 50, zero_count = 895
prev_position = 50, move = -350, position = 0, zero_count = 898
prev_position = 0, move = 2, position = 2, zero_count = 898
prev_position = 2, move = 15, position = 17, zero_count = 898
prev_position = 17, move = -46, position = -29, zero_count = 899
prev_position = -29, move = -71, position = 0, zero_count = 900
prev_position = 0, move = -163, position = -63, zero_count = 901
prev_position = -63, move = 42, position = -21, zero_count = 901
prev_position = -21, move = -479, position = 0, zero_count = 906
prev_position = 0, move = 10, position = 10, zero_count = 906
prev_position = 10, move = 150, position = 60, zero_count = 907
prev_position = 60, move = 39, position = 99, zero_count = 907
prev_position = 99, move = -99, position = 0, zero_count = 908
prev_position = 0, move = -88, position = -88, zero_count = 908
prev_position = -88, move = 511, position = 23, zero_count = 913
prev_position = 23, move = -93, position = -70, zero_count = 914
prev_position = -70, move = 49, position = -21, zero_count = 914
prev_position = -21, move = 221, position = 0, zero_count = 916
prev_position = 0, move = -17, position = -17, zero_count = 916
prev_position = -17, move = 192, position = 75, zero_count = 918
prev_position = 75, move = 25, position = 0, zero_count = 919
prev_position = 0, move = -36, position = -36, zero_count = 919
prev_position = -36, move = 17, position = -19, zero_count = 919
prev_position = -19, move = 2, position = -17, zero_count = 919
prev_position = -17, move = -78, position = -95, zero_count = 919
prev_position = -95, move = -405, position = 0, zero_count = 924
prev_position = 0, move = -73, position = -73, zero_count = 924
prev_position = -73, move = 39, position = -34, zero_count = 924
prev_position = -34, move = -566, position = 0, zero_count = 930
prev_position = 0, move = 69, position = 69, zero_count = 930
prev_position = 69, move = -82, position = -13, zero_count = 931
prev_position = -13, move = 242, position = 29, zero_count = 934
prev_position = 29, move = 35, position = 64, zero_count = 934
prev_position = 64, move = -92, position = -28, zero_count = 935
prev_position = -28, move = -35, position = -63, zero_count = 935
prev_position = -63, move = 63, position = 0, zero_count = 936
prev_position = 0, move = -48, position = -48, zero_count = 936
prev_position = -48, move = 281, position = 33, zero_count = 939
prev_position = 33, move = 67, position = 0, zero_count = 940
prev_position = 0, move = -20, position = -20, zero_count = 940
prev_position = -20, move = 14, position = -6, zero_count = 940
prev_position = -6, move = 6, position = 0, zero_count = 941
prev_position = 0, move = -60, position = -60, zero_count = 941
